PersonnelNumber,EmploymentStatus,CareerTrackCode,CareerTrack,TalentSegmentCode,TalentSegment,StandardJob,Community,CommunityCode,DiamondClient,Gender
ID19181,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,Mega Diamond,Male
ID19182,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,,Male
ID19183,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,CHG_CROSS,G5,Target,Female
ID19184,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,CHG_CROSS,G5,,Female
ID19185,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Male
ID19186,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,NYM_CROSS,OZ,Diamond,Male
ID19187,Active,520,Client Delivery & Operations,52971049,Business Process Delivery,Customer Service Analyst,Voice,R8,Diamond,Female
ID19188,Active,510,Client & Market,52971397,Strategy,IT Infrastructure Strategy Consultant,WDC_CROSS,OG,NULL,Male
ID19189,Active,510,Client & Market,52971397,Strategy,Senior Strategy Consultant,ATL_CROSS,3Z,Diamond,Female
ID19190,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,Emerging Diamond,Female
ID19191,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19192,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Associate,To Be Assigned,CW,Mega Diamond,Male
ID19193,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,,Male
ID19194,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Female
ID19195,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19196,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19197,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Associate,To Be Assigned,CW,Mega Diamond,Female
ID19198,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,,Male
ID19199,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Program & Project Mgmt Senior Manager,US_TGP_GCP,E6,,Male
ID19200,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Associate,WDC_CROSS,OG,NULL,Female
ID19201,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHG_CROSS,G5,Diamond,Female
ID19202,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,DAL_CROSS,8A,Emerging Diamond,Female
ID19203,Active,520,Client Delivery & Operations,52994538,Business Advisory,Financial Acct Advisory Analyst,WDC_CROSS,OG,NULL,Female
ID19204,Active,510,Client & Market,52971380,Infrastructure,Infrastructure Consulting Consultant,WDC_CROSS,OG,NULL,Male
ID19205,Active,510,Client & Market,52971397,Strategy,Senior Strategy Consultant,NOC_CROSS,OX,Mega Diamond,Female
ID19206,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NOC_CROSS,OX,Diamond,Male
ID19207,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Manager,TAM_CROSS,MK,NULL,Male
ID19208,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Team Lead,To Be Assigned,CW,Diamond,Male
ID19209,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Manager,NYM_CROSS,OZ,Diamond,Female
ID19210,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,US_TGP_GCP,E6,,Female
ID19211,Active,520,Client Delivery & Operations,52971388,"Performance, Risk & Quality",Tech Delivery & Op Excellence Assoc Dir,US_TGP_GCP,E6,,Male
ID19212,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,US_TGP_GCP,E6,Mega Diamond,Male
ID19213,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,US_TGP_GCP,E6,Mega Diamond,Male
ID19214,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Analyst,SOC_CROSS,3E,NULL,Female
ID19215,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Senior Analyst,WDC_CROSS,OG,NULL,Female
ID19216,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,WDC_CROSS,OG,NULL,Female
ID19217,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Manager,DAL_CROSS,8A,Diamond,Male
ID19218,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,NYM_CROSS,OZ,Mega Diamond,Male
ID19219,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Analyst,SOC_CROSS,3E,NULL,Female
ID19220,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Sr. Analyst,To Be Assigned,CW,Mega Diamond,Male
ID19221,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,Mega Diamond,Male
ID19222,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Developer Senior Analyst,To Be Assigned,CW,,Female
ID19223,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,GTIN_OTHER,D6,Diamond,Female
ID19224,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,ATL_CROSS,3Z,,Male
ID19225,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,,Male
ID19226,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Sr. Analyst,To Be Assigned,CW,Mega Diamond,Male
ID19227,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Male
ID19228,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID19229,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID19230,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,To Be Assigned,CW,Diamond,Female
ID19231,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Sr. Analyst,To Be Assigned,CW,NULL,Female
ID19232,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID19233,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,SOC_CROSS,3E,Emerging Diamond,Male
ID19234,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,WDC_CROSS,OG,Diamond,Female
ID19235,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NYM_CROSS,OZ,,Female
ID19236,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NYM_CROSS,OZ,,Female
ID19237,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID19238,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Associate Manager,To Be Assigned,CW,Mega Diamond,Female
ID19239,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Analyst,To Be Assigned,CW,NULL,Female
ID19240,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Male
ID19241,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Emerging Diamond,Female
ID19242,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Analyst,NOC_CROSS,OX,Target,Female
ID19243,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,DET_CROSS,8Y,Diamond,Male
ID19244,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19245,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,HOU_CROSS,K1,Target,Male
ID19246,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,NYM_CROSS,OZ,Diamond,Male
ID19247,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,US_TGP_GCP,E6,Mega Diamond,Male
ID19248,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Manager,US_TGP_GCP,E6,,Male
ID19249,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,RAL_CROSS,GA,,Female
ID19250,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,BOS_CROSS,RM,Emerging Diamond,Male
ID19251,Active,510,Client & Market,52971397,Strategy,Senior Strategy Consultant,WDC_CROSS,OG,,Male
ID19252,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHA_CROSS,4N,,Female
ID19253,Active,510,Client & Market,52971397,Strategy,Senior Strategy Consultant,CHG_CROSS,G5,,Male
ID19254,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Male
ID19255,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Team Lead,To Be Assigned,CW,Diamond,Male
ID19256,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Analyst,To Be Assigned,CW,NULL,Male
ID19257,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Solution Architecture Senior Manager,SOC_CROSS,3E,Diamond,Male
ID19258,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,US_TGP_GCP,E6,Mega Diamond,Male
ID19259,Active,520,Client Delivery & Operations,52994538,Business Advisory,Financial Acct Advisory Senior Analyst,WDC_CROSS,OG,NULL,Female
ID19260,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Assoc Manager,CHG_CROSS,G5,Diamond,Male
ID19261,Active,510,Client & Market,52971397,Strategy,Senior Strategy Consultant,NOC_CROSS,OX,,Male
ID19262,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,COL_CROSS,7G,Mega Diamond,Male
ID19263,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Analyst,PHL_CROSS,2I,Diamond,Male
ID19264,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,NOC_CROSS,OX,Diamond,Female
ID19265,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Analyst,To Be Assigned,CW,NULL,Female
ID19266,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Sr. Analyst,To Be Assigned,CW,NULL,Female
ID19267,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID19268,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,SEA_CROSS,2S,,Female
ID19269,Active,510,Client & Market,52994539,Management Consulting,Human Performance Senior Manager,DAL_CROSS,8A,Emerging Diamond,Male
ID19270,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,CHG_CROSS,G5,,Female
ID19271,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Manager,SOC_CROSS,3E,,Female
ID19272,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Analyst,WDC_CROSS,OG,NULL,Male
ID19273,Active,510,Client & Market,52971380,Infrastructure,Infrastructure Consulting Consultant,DAL_CROSS,8A,,Male
ID19274,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,US_TGP_GCP,E6,Diamond,Female
ID19275,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Manager,NYM_CROSS,OZ,Diamond,Female
ID19276,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,US_TGP_GCP,E6,Diamond,Male
ID19277,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Analyst,ATL_CROSS,3Z,,Female
ID19278,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHG_CROSS,G5,NULL,Female
ID19279,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Specialist,SEA_CROSS,2S,NULL,Female
ID19280,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Service Delivery Ops Associate Manager,AUS_CROSS,1P,Diamond,Female
ID19281,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHG_CROSS,G5,,Female
ID19282,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Analyst,SEA_CROSS,2S,Mega Diamond,Female
ID19283,Active,510,Client & Market,54586927,Analytics,"Dir, Advanced Analytics",AVAPHILADEL01,UR,Emerging Diamond,Male
ID19284,Active,510,Client & Market,53486303,Software Engineering,"Dir, Solution Dev",AVASEATTLE01,TQ,,Male
ID19285,Active,510,Client & Market,53486303,Software Engineering,"Dir, Solution Dev",AVAATLANTA01,TZ,,Male
ID19286,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Sr. Analyst,To Be Assigned,CW,Mega Diamond,Male
ID19287,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Analyst,To Be Assigned,CW,Mega Diamond,Female
ID19288,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Mega Diamond,Male
ID19289,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,WDC_CROSS,OG,Mega Diamond,Male
ID19290,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Analyst,CHG_CROSS,G5,Diamond,Male
ID19291,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,CHG_CROSS,G5,Diamond,Female
ID19292,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID19293,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Program & Project Mgmt Associate Manager,To Be Assigned,CW,Mega Diamond,Male
ID19294,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Bus & Technology Delivery Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID19295,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Sr. Analyst,To Be Assigned,CW,Diamond,Male
ID19296,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Analyst,To Be Assigned,CW,Emerging Diamond,Female
ID19297,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Consultant,To Be Assigned,CW,NULL,Male
ID19298,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Sr. Analyst,To Be Assigned,CW,,Male
ID19299,Active,510,Client & Market,52971384,Analytics,Digital Data Consultant,KC_CROSS,Q0,Mega Diamond,Male
ID19300,Active,510,Client & Market,52971384,Analytics,Digital Data Consultant,WDC_CROSS,OG,Diamond,Male
ID19301,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NOC_CROSS,OX,NULL,Male
ID19302,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,SW Business Imp Specialist,WDC_CROSS,OG,NULL,Male
ID19303,Active,510,Client & Market,52971384,Analytics,Analytics Manager,DAL_CROSS,8A,,Male
ID19304,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,SEA_CROSS,2S,Mega Diamond,Female
ID19305,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID19306,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHA_CROSS,4N,Emerging Diamond,Female
ID19307,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Analyst,WDC_CROSS,OG,NULL,Male
ID19308,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHA_CROSS,4N,Emerging Diamond,Male
ID19309,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,DET_CROSS,8Y,,Male
ID19310,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,NOC_SACRAMENTO,1J,Mega Diamond,Female
ID19311,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,US_TGP_GCP,E6,Diamond,Male
ID19312,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,WDC_CROSS,OG,Diamond,Female
ID19313,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID19314,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,COL_CROSS,7G,,Female
ID19315,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,BOS_CROSS,RM,NULL,Female
ID19316,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Analyst,To Be Assigned,CW,,Male
ID19317,Active,520,Client Delivery & Operations,52994538,Business Advisory,Analytics Advisory Specialist,Non Voice,A5,Diamond,Female
ID19318,Active,520,Client Delivery & Operations,52971384,Analytics,Analytics and Modeling Associate Manager,Non Voice,A5,,Male
ID19319,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Male
ID19320,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NYM_CROSS,OZ,Diamond,Male
ID19321,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NYM_CROSS,OZ,,Male
ID19322,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Analyst,NYM_CROSS,OZ,,Female
ID19323,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Senior Manager,WDC_CROSS,OG,NULL,Male
ID19324,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,NYM_CROSS,OZ,Target,Female
ID19325,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,ATL_CROSS,3Z,Emerging Diamond,Male
ID19326,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NOC_CROSS,OX,NULL,Male
ID19327,Active,510,Client & Market,52971397,Strategy,Senior Strategy Consultant,NYM_CROSS,OZ,Diamond,Male
ID19328,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Senior Analyst,WDC_CROSS,OG,NULL,Male
ID19329,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Male
ID19330,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,SEA_CROSS,2S,NULL,Male
ID19331,Active,510,Client & Market,52971047,Account Leadership,Operations Acct Leadership Sr Manager,NYM_CROSS,OZ,Diamond,Female
ID19332,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,US_TGP_GCP,E6,,Male
ID19333,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Mega Diamond,Male
ID19334,Active,510,Client & Market,52971397,Strategy,Senior Strategy Consultant,NOC_CROSS,OX,NULL,Male
ID19335,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Analyst,NYM_CROSS,OZ,Mega Diamond,Male
ID19336,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Associate Manager,To Be Assigned,CW,Diamond,Male
ID19337,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Associate Manager,To Be Assigned,CW,NULL,Male
ID19338,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Male
ID19339,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,SEA_CROSS,2S,Mega Diamond,Male
ID19340,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,NOC_CROSS,OX,,Male
ID19341,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Male
ID19342,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Male
ID19343,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID19344,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Plan Enablement Mgr,To Be Assigned,CW,NULL,Male
ID19345,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,To Be Assigned,CW,Diamond,Female
ID19346,Active,510,Client & Market,52971397,Strategy,Strategy Analyst,NOC_CROSS,OX,Diamond,Female
ID19347,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHG_CROSS,G5,,Male
ID19348,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,BOS_CROSS,RM,Emerging Diamond,Female
ID19349,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Female
ID19350,Active,510,Client & Market,52971397,Strategy,Senior Strategy Consultant,CHG_CROSS,G5,,Male
ID19351,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Female
ID19352,Active,520,Client Delivery & Operations,54586928,CRM,"Sr Anls, CRM Business Analysis",AVALOS ANGE01,UK,NULL,Male
ID19353,Active,510,Client & Market,54586929,ERP,"Mgr, ERP Bus Analysis",AVAPHOENIX01,US,,Male
ID19354,Active,520,Client Delivery & Operations,54586927,Analytics,"Sr Dir, Analytics Architect",AVAMINNEAPO01,UN,Target,Male
ID19355,Active,520,Client Delivery & Operations,52971050,Business Process Specialization,General Accounting Ops Analyst,RENO_BPO,5,Mega Diamond,Female
ID19356,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHG_CROSS,G5,Diamond,Female
ID19357,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,BOS_CROSS,RM,Mega Diamond,Female
ID19358,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,US_TGP_GCP,E6,Mega Diamond,Male
ID19359,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID19360,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Manager,WDC_CROSS,OG,Diamond,Male
ID19361,Active,540,Innovation & Thought Leadership,52994539,Management Consulting,Management Consulting Senior Manager,PHL_CROSS,2I,Emerging Diamond,Male
ID19362,Active,520,Client Delivery & Operations,52971380,Infrastructure,Infrastructure Team Lead,WDC_CROSS,OG,NULL,Male
ID19363,Active,510,Client & Market,54586928,CRM,"Sr Cons, CRM Bus Analysis",AVANEW YORK01,TJ,,Male
ID19364,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID19365,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID19366,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID19367,Active,510,Client & Market,52971380,Infrastructure,Infrastructure Consulting Consultant,SOC_CROSS,3E,NULL,Male
ID19368,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Solution Architecture Senior Manager,SEA_CROSS,2S,,Male
ID19369,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Support Senior Analyst,To Be Assigned,CW,,Male
ID19370,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,ATL_CROSS,3Z,NULL,Male
ID19371,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,SOC_CROSS,3E,NULL,Male
ID19372,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Specialist,TAM_CROSS,MK,,Male
ID19373,Active,520,Client Delivery & Operations,52971380,Infrastructure,Infrastructure Manager,WDC_CROSS,OG,NULL,Male
ID19374,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,PHL_CROSS,2I,,Female
ID19375,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,ATL_CROSS,3Z,NULL,Female
ID19376,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,DET_CROSS,8Y,,Male
ID19377,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Analyst,DAL_CROSS,8A,Mega Diamond,Female
ID19378,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,BOS_CROSS,RM,,Female
ID19379,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID19380,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID19381,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Developer Analyst,Non Voice,A5,Mega Diamond,Female
ID19382,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NYM_CROSS,OZ,,Female
ID19383,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NYM_CROSS,OZ,,Female
ID19384,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19385,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NYM_CROSS,OZ,NULL,Female
ID19386,Active,520,Client Delivery & Operations,52971382,IT Operations,SW/Application Tech Support Assoc Mgr,To Be Assigned,CW,NULL,Male
ID19387,Active,520,Client Delivery & Operations,52971380,Infrastructure,Infrastructure Manager,WDC_CROSS,OG,NULL,Male
ID19388,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Manager,CHG_CROSS,G5,NULL,Male
ID19389,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID19390,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID19391,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,HOU_CROSS,K1,NULL,Female
ID19392,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Analyst,GTIN_C&HT_SLO,14,NULL,Male
ID19393,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,DAL_CROSS,8A,Mega Diamond,Female
ID19394,Active,520,Client Delivery & Operations,52971050,Business Process Specialization,Underwriting II Sr Analyst,CHA_CROSS,4N,Mega Diamond,Male
ID19395,Active,520,Client Delivery & Operations,52971050,Business Process Specialization,Underwriting II Sr Analyst,CHA_CROSS,4N,Mega Diamond,Female
ID19396,Active,520,Client Delivery & Operations,52971380,Infrastructure,Infrastructure Manager,WDC_CROSS,OG,NULL,Male
ID19397,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID19398,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Analyst,DAL_CROSS,8A,Mega Diamond,Male
ID19399,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID19400,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Consultant,GTIN_Ana_Ana,18,Diamond,Male
ID19401,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID19402,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Analyst,SEA_CROSS,2S,Mega Diamond,Female
ID19403,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,WDC_CROSS,OG,NULL,Male
ID19404,Active,510,Client & Market,52971397,Strategy,Digital Strategy Manager,NYM_CROSS,OZ,,Male
ID19405,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Male
ID19406,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Associate,To Be Assigned,CW,NULL,Female
ID19407,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NOC_SACRAMENTO,1J,NULL,Male
ID19408,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,CHA_CROSS,4N,Diamond,Female
ID19409,Active,510,Client & Market,55570015,Consulting,Consulting Analyst,NOC_CROSS,OX,Diamond,Female
